HSI #,Site Name,Lattitude,Longitude,Address,City,County,List Date,Class,Site Summary,Investigation/ Cleanup Funding,Icon
10939,Noble Cleaners (Former),33.97028,-84.53444,786 Allgood Road,Marietta,Cobb,1/10/17,V,https://epd.georgia.gov/document/pdf/23-10939/download,RP,small_red
10940,Star Cleaners (Former),32.46083,-83.73111,1109 Macon Street,Perry,Houston,1/31/17,II,https://epd.georgia.gov/document/pdf/23-10940/download,RP,small_red
10941,US Cleaners,34.06833,-84.52056,4796 Canton Road,Marietta,Cobb,2/15/17,II,https://epd.georgia.gov/document/pdf/23-10941/download,RP,small_red
10942,Nelms Drive Landfill,33.66944,-84.28083,1374 and 1388 Nelms Drive,Decatur,Dekalb,3/7/17,V,https://epd.georgia.gov/document/pdf/23-10942/download,L,small_green 
10943,Milliken & Company,34.54639,-83.40139,9202 Ayersville Road,Toccoa,Stephens,3/10/17,I,https://epd.georgia.gov/document/pdf/23-10943/download,RP,small_red
10944,U.S. Army - Fort Gillem - Southeast Burial Site,33.61806,-84.31806,Stephens Lake Road & South 3rd Street,Forest Park,Clayton,6/22/17,I,https://epd.georgia.gov/document/pdf/23-10944/download,RP,small_red
10945,Master Kleen Site (Former),33.81472,-84.26972,2310 Lawrenceville Highway,Decatur,Dekalb,9/8/17,II,https://epd.georgia.gov/document/pdf/23-10945/download,RP,small_red
10946,Albany Theater,31.58278,-84.15417,107 North Jackson Street,Albany,Dougherty,10/16/17,II,https://epd.georgia.gov/document/pdf/23-10946/download,RP,small_red
10947,New Heritage Cleaners (Former),33.94333,-83.99306,418 Gwinnett Drive,Lawrenceville,Gwinnett,2/27/18,II,https://epd.georgia.gov/document/pdf/23-10947/download,RP,small_red
10948,Agri-Cycle,34.19111,-83.72861,1184 Main Street,Talmo,Jackson,5/22/18,I,https://epd.georgia.gov/document/pdf/23-10948/download,A,small_yellow
10949,60 Minute Cleaners,33.68194,-84.40694,525 Cleveland Avenue,Atlanta,Fulton,7/24/18,II,https://epd.georgia.gov/document/pdf/23-10949/download,RP,small_red
10950,River Oak Plaza Shopping Center,33.88833,-84.06222,851 Oak Road,Lawrenceville,Gwinnett,2/19/19,V,https://epd.georgia.gov/document/pdf/23-10950/download,RP,small_red
10951,Armstrong World Industries (Macon Plant) - NPL Site,32.76861,-83.65083,4520 Broadway Road,Macon,Bibb,4/2/19,IV,https://epd.georgia.gov/document/pdf/23-10951/download,RP,small_red
10952,"AAA Asphalt Products, Inc.",32.68222,-83.70722,329 Smith Road,Byron,Peach,7/16/19,V,https://epd.georgia.gov/document/pdf/23-10952/download,RP,small_red
10954,Bradley Circle Properties/Bradley Circle Landfill (Former),32.48944,-84.99278,2 & 5 27th Street,Columbus,Muscogee,6/23/20,II,https://epd.georgia.gov/document/pdf/23-10954/download,L,small_green 
10955,Spalding Square Shopping Center,33.22056,-84.26889,1108 Zebulon Road,Griffin,Spalding,5/4/20,V,https://epd.georgia.gov/document/pdf/23-10955/download,RP,small_red
10956,Ace Pole Company,31.25667,-82.29306,6352 Timber Lane,Blackshear,Pierce,5/28/20,V,https://epd.georgia.gov/document/pdf/23-10956/download,RP,small_red
10957,Sunny Cleaner,33.49972,-84.24778,1920 Hudson Bridge Road,Stockbridge,Henry,3/1/21,II,https://epd.georgia.gov/document/pdf/23-10957/download,RP,small_red
10958,Pine Grove/Appling County Herbicide Spill,31.81250,-82.45111,Norfolk Southern Railroad Crossing at Buck Head Rd,Pine Grove,Appling,10/8/21,I,https://epd.georgia.gov/document/pdf/23-10958/download,RP,small_red
10959,455 Virgil Drive,34.73639,-84.96500,455 Virgil Drive,Dalton,Whitfield,10/28/21,II,https://epd.georgia.gov/document/pdf/23-10959/download,RP,small_red
10960,15667 Alabama Highway,34.76833,-85.15000,15667 Alabama Highway,Rock Spring,Catoosa,10/28/21,II,https://epd.georgia.gov/document/pdf/23-10960/download,RP,small_red
10961,21-Acre Undeveloped Parcel,33.81417,-84.48250,James Jackson Pkwy @ Chattahoochee River,Atlanta,Fulton,12/21/21,II,https://epd.georgia.gov/document/pdf/23-10961/download,RP,small_red
10962,Piedmont Paints and Primer (Former),34.53639,-83.30111,80 Isaac Walker Road,Toccoa,Stephens,6/1/22,II,https://epd.georgia.gov/document/pdf/23-10962/download,RP,small_red
10963,Aerospace Defense Coatings (ADC) - Main Plant,32.69833,-83.66333,7700 NE Industrial Blvd,Macon,Bibb,6/1/23,I,https://epd.georgia.gov/document/pdf/23-10963/download,RP,small_red
10964,Aerospace Defense Coatings (ADC) - Grace Plant,32.70667,-83.66611,2790 Grace Road,Macon,Bibb,6/1/23,I,https://epd.georgia.gov/document/pdf/23-10964/download,RP,small_red
